reference_number,driving_dircetion_to_well,date_completed,well_use,drilling_method,pump_type,depth,pump_setting_depth,water_quality,casing_length,casing_mateiral,casing_diameter,screen_length,screen_material,screen_diameter,slot_size,type_of_test,test_rate,bail_test_rate,drawdown,static_water_level,bailer_drawdown,material,depth_2,installation_method,number_of_bags_used,sealing_material,well_abandonment_depth,installation_method_2,number_of_bags_used_2,county,township,range,section,topo_map,grant,field_located_by,field_located_on,courthouse_location_by,courthouse_location_on,location_accepted_verification_by,location_accepted_verification_on,subdivision_name,lot_number,ft_w_of_el,ft_n_of_sl,ft_e_of_wl,ft_s_of_nl,ground_elevation,depth_of_bedrock,bedrock_elevation,aquifer_elevation,utm_easting,utm_northing
109347,1 3/4 MILE N PREBLE 1ST HOUSE BEYOND CROSSROADS ON W SIDE OF RD BACK A SHORT LANE,7/20/1967,Home,Cable Tool,Not available,83.0,Not available,Not available,65.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,15.0 gpm for 2.0 hrs.,Not available,33.0 ft.,4.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,13E,NE of the NE of the NE of Section 26,PREBLE,Not available,SGM,9/30/1987,Not available,Not available,Not available,Not available,Not available,Not available,400.0,Not available,Not available,650.0,812.0,64.0,748.0,Not available,667149,4524803
109348,SE OF NE,7/20/1962,Home,Cable Tool,Not available,113.0,Not available,Not available,Not available,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,15.0 gpm,Not available,21.0 ft.,15.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,13E,SW of the NW of the NW of Section 3,POE,Not available,WCH,8/1/1965,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,500.0,850.0,787.0,57.0,730.0,Not available,663964,4530996
109351,3 MI E OF DECATUR ON SR 224 FROM 1 MI S THEN 1/4 MI E RD 600N 1/2 MI E 300E ON N SIDE OF RD,3/6/1963,Home,Cable Tool,Not available,92.0,Not available,Not available,73.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,22.0 gpm,Not available,70.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,15E,SE of the SE of the SW of Section 31,"WREN, IN-OH",Not available,WCH,8/1/1965,Not available,Not available,Not available,Not available,Not available,Not available,"3,000.0",Not available,Not available,"2,500.0",830.0,73.0,757.0,Not available,679378,4522267
109352,3/4 MILE N OF 224 ON CR 450W,5/23/1973,Not available,Not available,Not available,123.0,Not available,Not available,66.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,10.0 gpm for 2.0 hrs.,Not available,12.0 ft.,0.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,13E,SE of the SE of the SW of Section 26,PREBLE,Not available,WH,6/15/1977,Not available,Not available,Not available,Not available,Not available,Not available,Not available,400.0,"2,500.0",Not available,810.0,63.0,747.0,Not available,666484,4523486
109353,"100 FT E OF HWY 27 AT BINGEN, IND LUTHERAN CHURCH NEARBY",2/25/1967,Home,Cable Tool,Not available,190.0,Not available,Not available,Not available,Not available,5.0,Not available,Not available,Not available,Not available,Not available,Not available,15.0 gpm for 3.0 hrs.,Not available,72.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,13E,SE of the SW of the NE of Section 1,POE,Not available,DRH,7/8/1970,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"2,750.0","3,000.0",Not available,803.0,Not available,Not available,613.0,667961,4530693
109356,1/4 MI N ON 101 STATE W SIDE OF RD FROM CORNER 224 US AND 101 STATE,12/21/1976,Home,Cable Tool,Not available,117.0,Not available,Not available,88.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,12.0 gpm for 2.0 hrs.,Not available,65.0 ft.,2.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,15E,NE of the SE of the NE of Section 31,"WREN, IN-OH",Not available,WH,6/13/1977,Not available,Not available,Not available,Not available,Not available,Not available,100.0,Not available,Not available,"1,450.0",845.0,87.0,758.0,Not available,680235,4523430
109357,1 MILE E OF PREBLE IND 1 1/2 MILE N OF HWY 224,9/29/1962,Home,Rotary,Not available,95.0,Not available,Not available,50.0,Not available,4.3,Not available,Not available,Not available,Not available,Not available,10.0 gpm for 2.0 hrs.,Not available,20.0 ft.,15.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,13E,SE of the NE of the SE of Section 24,DECATUR,Not available,WCH,8/1/1965,Not available,Not available,Not available,Not available,Not available,Not available,50.0,"1,300.0",Not available,Not available,805.0,50.0,755.0,Not available,668813,4525484
109358,ON 300W NORTH OF 1150N,12/20/1986,Home,Rotary,Not available,302.0,Not available,CLEAR,100.0,Not available,5.0,Not available,Not available,Not available,Not available,Pumping,21.0 gpm for 1.0 hrs.,Not available,Not available,40.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,13E,SE of the NE of the NE of Section 1,HOAGLAND,Not available,EEM,7/28/1987,Not available,Not available,Not available,Not available,Not available,Not available,100.0,Not available,Not available,800.0,812.0,95.0,717.0,Not available,668613,4531196
109362,SE DECATUR ON PIQUA RD CROSS ERIE RR 2ND HOUSE ON LEFT SIDE OF RD,7/3/1969,Home,Cable Tool,Not available,150.0,Not available,Not available,52.5,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,10.0 gpm for 2.0 hrs.,Not available,23.0 ft.,2.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,SW of the NE of the NW of Section 7,DECATUR,Not available,DMS,7/14/1970,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"1,350.0","1,200.0",805.0,50.0,755.0,Not available,679174,4520246
109363,1ST HOUSE ON N SIDE OF RD IN PLEASANT MILLS IN,9/10/1964,Home,Cable Tool,Not available,71.0,Not available,Not available,29.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,20.0 gpm,Not available,23.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,SW of the SW of the SW of Section 21,"WREN, IN-OH",Not available,WH,8/1/1965,Not available,Not available,Not available,Not available,Not available,Not available,Not available,350.0,350.0,Not available,790.0,29.0,761.0,Not available,682271,4516010
109367,WELL IN VILLAGE OF BOBO IN JUST W OF GENERAL STORE,4/17/1964,Home,Cable Tool,Not available,112.0,Not available,Not available,77.0,Not available,4.3,Not available,Not available,Not available,Not available,Not available,10.0 gpm for 2.0 hrs.,Not available,5.0 ft.,48.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,NE of the NE of the SE of Section 8,"WREN, IN-OH",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,200.0,"2,550.0",Not available,Not available,830.0,77.0,753.0,Not available,682000,4519908
109368,2ND HOUSE N ON E SIDE OF ST AT JCT OF HWY 101 AND HWY 33 IN PLEASANT MILLS IN,8/23/1961,Home,Cable Tool,Not available,130.0,Not available,Not available,40.0,Not available,4.3,Not available,Not available,Not available,Not available,Not available,6.0 gpm for 3.0 hrs.,Not available,2.0 ft.,25.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,SW of the SW of the SW of Section 21,"WREN, IN-OH",Not available,DMS,7/14/1970,Not available,Not available,Not available,Not available,Not available,Not available,Not available,100.0,100.0,Not available,800.0,39.0,760.0,Not available,682193.94654,4515914.2479
109372,1/3 MI E ON 450N FROM PIQUA RD,2/14/1977,Home,Cable Tool,Not available,70.0,Not available,Not available,46.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,15.0 gpm for 1.0 hrs.,Not available,23.0 ft.,3.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,NW of the NW of the SW of Section 8,"WREN, IN-OH",Not available,WH,6/13/1977,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,750.0,"2,700.0",800.0,42.0,758.0,Not available,680688,4519845
109373,1ST RD N OF PLEASANT MILLS ON SR 101 TURN E 1 1/2 MI ON N SIDE OF RD 1ST HOUSE E OF PIQUA RD ON N SIDE.,9/13/1967,Home,Cable Tool,Not available,92.0,Not available,Not available,58.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,10.0 gpm for 1.0 hrs.,Not available,38.0 ft.,20.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,SW of the NE of the SE of Section 22,"WREN, IN-OH",Not available,KIP,7/21/1976,Not available,Not available,Not available,Not available,Not available,Not available,"1,200.0","1,600.0",Not available,Not available,820.0,56.0,764.0,Not available,685014.58174,4516520.0864
109377,1/4 MI NW OF INTERSECTION OF PIQUA RD AND SR 101 ON E SIDE OF RD,7/8/1967,Home,Cable Tool,Not available,109.0,Not available,Not available,63.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,10.0 gpm for 2.0 hrs.,Not available,33.0 ft.,0.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,NW of the SW of the SW of Section 9,"WREN, IN-OH",Not available,DMS,7/14/1970,Not available,Not available,Not available,Not available,Not available,Not available,Not available,950.0,100.0,Not available,825.0,56.0,770.0,Not available,682108,4519419
109378,3 MI N OF WILLSHIRE OHIO ON OLD PICK WAY RD IN E PART OF RIVARRES RESERUE,6/30/1964,Home,Cable Tool,Not available,106.0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,22.0 gpm,Not available,20.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,SE of the NE of the SW of Section 22,"WREN, IN-OH",Not available,WH,8/1/1965,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"1,900.0","2,100.0",Not available,805.0,42.0,763.0,Not available,684399.49347,4516596.9227
109382,"IN THE VILLAGE OF BOBO IN, ALSO RIVARE",Not available,Home,Cable Tool,Not available,110.0,Not available,Not available,75.0,Not available,4.3,Not available,Not available,Not available,Not available,Not available,10.0 gpm for 2.0 hrs.,Not available,5.0 ft.,40.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,SE of the NW of the SW of Section 9,"WREN, IN-OH",Not available,DMS,7/14/1970,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"1,750.0",750.0,Not available,830.0,75.0,755.0,Not available,682296,4519684
109383,2 MI N OF WILLSHIRE OHIO ON PIQURA RD,6/26/1968,Home,Cable Tool,Not available,82.0,Not available,Not available,44.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,20.0 gpm,Not available,30.0 ft.,0.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,SW of the SW of the SE of Section 22,"WREN, IN-OH",Not available,DMS,7/14/1970,Not available,Not available,Not available,Not available,Not available,Not available,"2,250.0",350.0,Not available,Not available,805.0,44.0,760.0,Not available,684698.66393,4516122.8464
109387,E OF DECATUR ON 224 S TO 10 W TO BOBB LAST RD TO LEFT BEFORE RR 3RD HOUSE ON N SIDE,5/21/1987,Home,Rotary,Submersible,130.0,60.0,CLEAR,66.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,15.0 gpm,Not available,Not available,46.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,NW of the NW of the SW of Section 9,"WREN, IN-OH",Not available,GM,10/23/1987,Not available,Not available,MAILBOX,Not available,Not available,Not available,Not available,"2,200.0",450.0,Not available,830.0,66.0,764.0,Not available,682175,4519810
109388,ON 225N BETWEEN SR 101 AND PIQUA RD 2ND FARM ON S SIDE OF RD APPROX 0.4 MILE W OF PIQUA RD,8/22/1985,Home,Rotary,Not available,102.0,Not available,CLEAR,47.0,Not available,5.0,Not available,Not available,Not available,Not available,Pumping,30.0 gpm,Not available,Not available,30.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,NW of the SW of the SW of Section 22,"WREN, IN-OH",Not available,BEB,9/30/1987,Not available,Not available,Not available,Not available,Not available,Not available,Not available,750.0,350.0,Not available,800.0,44.0,756.0,Not available,683880,4516200
109392,E SIDE NEVARE IN AT END RD ALONG RR WELL ON W SIDE OF HOUSE,8/2/1968,Home,Cable Tool,Not available,125.0,Not available,Not available,75.0,Not available,4.5,Not available,Not available,Not available,Not available,Not available,Not available,10.0 gpm for 1.0 hrs.,Not available,47.0 ft.,8.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,SW of the NW of the NW of Section 9,"WREN, IN-OH",Not available,DMS,7/14/1970,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"2,300.0",100.0,Not available,830.0,75.0,755.0,Not available,682086,4519825
109393,SE OF DECATUR ON PIQUA RD 2 1/2 MI SE OF SR 101 ON PIQUA RD 1ST FARM NW OF ST LINE ON N SIDE OF RD,1/8/1973,Home,Cable Tool,Not available,110.0,Not available,Not available,48.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,Not available,1.5 gpm for 1.0 hrs.,Not available,Not available,2.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,SW of the NE of the NE of Section 27,"WREN, IN-OH",Not available,KLP,7/21/1976,Not available,Not available,Not available,Not available,Not available,Not available,850.0,Not available,Not available,"1,150.0",803.0,48.0,755.0,Not available,685138.95431,4515684.243
109397,CENTER OF BOBO IN,3/26/1960,Home,Cable Tool,Not available,100.0,Not available,Not available,80.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,18.0 gpm,Not available,72.0 ft.,10.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,NW of the NW of the SW of Section 9,"WREN, IN-OH",Not available,DMS,7/14/1970,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"2,200.0",450.0,Not available,830.0,80.0,750.0,Not available,682201,4519805
109398,S OFF US 33 ON R 600E ABOUT 1/8 MI ON W SIDE OF RD,11/1/1976,Home,Cable Tool,Not available,75.0,Not available,Not available,44.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,12.0 gpm for 1.0 hrs.,Not available,27.0 ft.,8.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,NE of the NW of the SE of Section 28,"WREN, IN-OH",Not available,WH,6/13/1977,Not available,Not available,Not available,Not available,Not available,Not available,"1,600.0","2,300.0",Not available,Not available,800.0,38.0,762.0,Not available,683328.4519,4515039.2352
109402,2 BLOCKS E OF MAIN HWY 101,3/23/1960,Home,Cable Tool,Not available,102.5,Not available,Not available,81.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,18.0 gpm,Not available,51.0 ft.,0.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,NW of the NW of the SW of Section 9,"WREN, IN-OH",Not available,DMS,7/14/1970,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"2,400.0",650.0,Not available,830.0,81.0,749.0,Not available,682255,4519871
109403,IN PLEASANT MILLS ON SR 33,9/7/1960,Home,Cable Tool,Not available,62.5,Not available,Not available,22.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,22.0 gpm,Not available,15.0 ft.,0.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,NE of the NW of the NW of Section 28,"WREN, IN-OH",Not available,KIP,7/21/1976,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"1,100.0",200.0,792.0,22.0,770.0,Not available,682486.31133,4515845.7179
109407,E ON RD ALONG RR IN REVARE 4TH HOUSE E OFF SR 101,8/16/1968,Home,Cable Tool,Not available,99.0,Not available,Not available,76.0,Not available,4.5,Not available,Not available,Not available,Not available,Not available,Not available,9.0 gpm for 1.0 hrs.,Not available,Not available,8.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,NW of the NW of the SW of Section 9,"WREN, IN-OH",Not available,DMS,7/14/1970,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"2,200.0",600.0,Not available,830.0,76.0,755.0,Not available,682250,4519795
109408,1/4 MI E OF PLEASANT MILLS ON SR 33,7/26/1963,Home,Cable Tool,Not available,54.5,Not available,Not available,27.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,20.0 gpm,Not available,17.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,NW of the NE of the NW of Section 28,"WREN, IN-OH",Not available,WH,8/1/1965,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"1,450.0",500.0,795.0,27.0,768.0,Not available,682606.15523,4515749.4932
109412,E OF DECATUR IN ON SR 224 TO ST LINE 2 MI S ON ST LINE THEN 1/4 MI W,9/24/1963,Home,Cable Tool,Not available,96.0,Not available,Not available,85.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,Not available,20.0 gpm,Not available,55.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,SE of the SE of the NE of Section 10,"WREN, IN-OH",Not available,WH,8/1/1965,Not available,Not available,Not available,Not available,Not available,Not available,500.0,Not available,Not available,"2,550.0",840.0,85.0,755.0,Not available,685130,4520113
109413,6 1/2 MI E OF DECATUR IN ON SR SK33,8/4/1969,Home,Cable Tool,Not available,81.5,Not available,Not available,43.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,20.0 gpm,Not available,30.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,SE of the NE of the NW of Section 28,"WREN, IN-OH",Not available,DMS,7/14/1970,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"2,500.0","1,250.0",800.0,43.0,755.0,Not available,682930.67801,4515541.4371
109417,STATE LINE RD 3 MILES N OF PIQUA RD WHITE L-HWY HOUSE ON W SIDE OF RD APPROX 0.3 MILE S OF 350S RD,7/18/1985,Home,Rotary,Submersible,80.0,70.0,CLEAR,57.0,Not available,6.0,Not available,Not available,Not available,Not available,Pumping,20.0 gpm for 2.0 hrs.,Not available,Not available,52.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,NE of the SE of the SE of Section 14,"WREN, IN-OH",Not available,BEB,9/30/1987,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"1,150.0",200.0,Not available,825.0,54.0,771.0,Not available,685380,4518015
109418,CR 150N BETWEEN 300E AND 400E,5/10/1980,Home,Rotary,Not available,70.0,Not available,Not available,45.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,10.0 gpm,Not available,Not available,Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,NE of the NW of the SE of Section 30,"WREN, IN-OH",Not available,DPM,7/28/1981,Not available,Not available,Not available,Not available,Not available,Not available,"1,800.0","2,550.0",Not available,Not available,806.0,45.0,761.0,Not available,680019.28537,4514943.087
109422,1 1/2 MI N OF PLEASANT MILLS IN THEN 1 1/2 MI E OF BOBO IN,3/31/1966,Home,Cable Tool,Not available,101.0,Not available,Not available,84.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,20.0 gpm,Not available,52.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,SW of the SE of the NW of Section 15,"WREN, IN-OH",Not available,DMS,7/14/1970,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"2,775.0","2,000.0",Not available,825.0,84.0,741.0,Not available,684326,4518466
109423,ON 101 JUST N AT 124 APPROX 0.3 MILE S OF 100N RD ON E SIDE OF SR 101,5/20/1986,Home,Rotary,Not available,62.0,Not available,CLEAR,43.0,Not available,5.0,Not available,Not available,Not available,Not available,Pumping,50.0 gpm for 1.0 hrs.,Not available,Not available,29.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,NW of the SW of the NW of Section 33,"WREN, IN-OH",Not available,BEB,9/30/1987,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,200.0,"1,800.0",805.0,40.0,765.0,Not available,682250,4513680
109427,1 1/2 SE OF ST RT 101 ON AQUA RD W SIDE OF RD APPROX 0.4 MILE E AT 350N RD,5/16/1986,Home,Rotary,Submersible,96.0,50.0,CLEAR,57.0,Not available,6.0,Not available,Not available,Not available,Not available,Pumping,12.0 gpm for 2.0 hrs.,Not available,Not available,Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,SE of the SE of the SE of Section 16,"WREN, IN-OH",Not available,BEB,9/30/1987,Not available,Not available,Not available,Not available,Not available,Not available,200.0,650.0,Not available,Not available,815.0,54.0,761.0,Not available,683685,4517780
109428,RD 50N ABOUT 1/8 MI W OF 650E ON N SIDE,9/5/1979,Home,Rotary,Not available,145.0,Not available,Not available,35.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,25.0 gpm,Not available,Not available,Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,NW of the NW of the SE of Section 34,"WREN, IN-OH",Not available,DPM,7/28/1981,Not available,Not available,Not available,Not available,Not available,Not available,"2,200.0","1,100.0",Not available,Not available,805.0,33.0,772.0,Not available,684650,4513506
109432,1 1/2 MI NE OF PLEASANT MILLS ON RD 33 ON E SIDE OF RD,10/11/1979,Home,Rotary,Not available,134.0,Not available,Not available,50.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,30.0 gpm,Not available,Not available,Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,SW of the NE of the SE of Section 18,"WREN, IN-OH",Not available,DPM,7/28/1981,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"1,500.0","1,000.0",Not available,800.0,46.0,754.0,Not available,680203,4517880
109433,US 33 3/4 MI FROM WILLSHIRE OHIO N IN INDIANA ON R SIDE OF RD,1/6/1977,Home,Cable Tool,Not available,72.0,Not available,Not available,33.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,15.0 gpm for 2.0 hrs.,Not available,25.0 ft.,2.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,NE of the NW of the NE of Section 34,"WREN, IN-OH",Not available,WH,6/13/1977,Not available,Not available,Not available,Not available,Not available,Not available,"1,650.0",Not available,Not available,200.0,800.0,30.0,770.0,Not available,684909,4514345
109437,SR 33 E OF DECATUR ABOUT 5 1/2 MI HOUSE ON E SIDE OF RD,2/15/1975,Home,Cable Tool,Not available,145.0,Not available,Not available,75.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,10.0 gpm,Not available,45.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,SW of the SW of the NE of Section 18,"WREN, IN-OH",Not available,KIP,7/21/1976,Not available,Not available,Not available,Not available,Not available,Not available,"2,300.0",Not available,Not available,"2,550.0",795.0,75.0,720.0,Not available,679785,4518244
109438,LOCATED 1 MILE N OF WILLSHIRE OHIO ON SR 33 IN INDIANA N SIDE OF RD,8/18/1984,Home,Rotary,Not available,Not available,Not available,CLEAR,37.0,Not available,5.0,Not available,Not available,Not available,Not available,Pumping,40.0 gpm,Not available,Not available,23.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,NE of the NW of the NE of Section 34,"WREN, IN-OH",Not available,BEB,9/30/1987,Not available,Not available,Not available,Not available,Not available,Not available,"1,750.0",Not available,Not available,10.0,800.0,35.0,765.0,Not available,684910,4514350
109442,1 1/2 MI E OF DECATUR IN ON SR 33,5/24/1963,Home,Cable Tool,Not available,69.0,Not available,Not available,36.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,22.0 gpm,Not available,30.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,NE of the SW of the NW of Section 18,DECATUR,Not available,WH,8/1/1965,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"1,250.0","1,450.0",805.0,36.0,769.0,Not available,679194,4518548
109443,NE 1/4 SE 1/4 S 34,8/1/1959,Home,Cable Tool,Not available,97.0,Not available,Not available,38.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,16.0 gpm,Not available,30.0 ft.,10.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,SE of the SE of the NE of Section 34,"WREN, IN-OH",Not available,DMS,7/14/1970,Not available,Not available,Not available,Not available,Not available,Not available,500.0,Not available,Not available,"2,300.0",795.0,36.0,760.0,Not available,685300,4513750
109446,3/4 MI S OF HWY 224 ON OHIO AND IN ST LINE,7/26/1963,Home,Cable Tool,Not available,165.0,Not available,Not available,83.0,Not available,4.3,Not available,Not available,Not available,Not available,Not available,10.0 gpm for 2.0 hrs.,Not available,10.0 ft.,55.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,NW of the SW of the NW of Section 2,"WREN, IN-OH",Not available,WH,8/1/1965,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,250.0,"1,800.0",845.0,83.0,762.0,Not available,685298,4521964
109447,1 MI E OF DECATUR IN ON SR 33 THEN 1 MI E ON SALEM RD WELL LOT 5 SOUTH,7/18/1967,Home,Cable Tool,Not available,81.0,Not available,Not available,36.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,18.0 gpm,Not available,20.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,SE of the NW of the SW of Section 18,DECATUR,Not available,MT,7/1/1970,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"1,700.0",750.0,Not available,800.0,36.0,765.0,Not available,679080,4517885
