reference_number,driving_dircetion_to_well,date_completed,well_use,drilling_method,pump_type,depth,pump_setting_depth,water_quality,casing_length,casing_mateiral,casing_diameter,screen_length,screen_material,screen_diameter,slot_size,type_of_test,test_rate,bail_test_rate,drawdown,static_water_level,bailer_drawdown,material,depth_2,installation_method,number_of_bags_used,sealing_material,well_abandonment_depth,installation_method_2,number_of_bags_used_2,county,township,range,section,topo_map,grant,field_located_by,field_located_on,courthouse_location_by,courthouse_location_on,location_accepted_verification_by,location_accepted_verification_on,subdivision_name,lot_number,ft_w_of_el,ft_n_of_sl,ft_e_of_wl,ft_s_of_nl,ground_elevation,depth_of_bedrock,bedrock_elevation,aquifer_elevation,utm_easting,utm_northing
109448,US 33 200 FROM OHIO ST LINE ON N SIDE OF RD,5/16/1979,Home,Rotary,Not available,139.0,Not available,Not available,36.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,16.0 gpm,Not available,Not available,Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,NW of the NW of the SW of Section 35,"WREN, IN-OH",Not available,DM,7/28/1981,Not available,Not available,Not available,Not available,Not available,Not available,0.0,"2,300.0",5.0,Not available,796.0,32.0,764.0,Not available,685475,4513497
109451,Not available,7/25/1962,Home,Rotary,Not available,104.0,Not available,Not available,76.0,Not available,4.3,Not available,Not available,Not available,Not available,Not available,10.0 gpm for 2.0 hrs.,Not available,6.0 ft.,34.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,SW of the SW of the NE of Section 3,"WREN, IN-OH",Not available,DMS,7/14/1970,Not available,Not available,Not available,Not available,Not available,Not available,"2,875.0",Not available,Not available,"2,500.0",840.0,76.0,764.0,Not available,684465,4521729
109452,1 MI E OF DECATUR IN ON SR 33 THEN 1/2 MI E ON SALEM RD,10/27/1966,Home,Cable Tool,Not available,4.0,Not available,Not available,32.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,18.0 gpm,Not available,18.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,NW of the NW of the SW of Section 18,DECATUR,Not available,Not available,Not available,Not available,Not available,MT,7/1/1970,Not available,Not available,Not available,"2,350.0",100.0,Not available,795.0,32.0,765.0,Not available,678855,4518085
109453,1 MI W OF WILLSHIRE 100 FT W OF ST LINE ON N SIDE OF S R 124 IN INDIANA,5/5/1963,Home,Reverse Rotary,Not available,70.0,Not available,Not available,27.0,Not available,4.5,Not available,Not available,Not available,Not available,Not available,Not available,28.0 gpm for 1.0 hrs.,Not available,20.0 ft.,1.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,SW of the SW of the SW of Section 35,WILLSHIRE,Not available,WH,8/1/1965,Not available,Not available,Not available,Not available,Not available,Not available,Not available,100.0,100.0,Not available,797.0,27.0,770.0,Not available,685491,4512825
109456,1 MI N OF BOBO IN ON SR 101,6/22/1962,Home,Cable Tool,Not available,108.0,Not available,Not available,93.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,22.0 gpm,Not available,60.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,NW of the NW of the SW of Section 4,"WREN, IN-OH",Not available,DMS,7/14/1970,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,200.0,"2,800.0",843.0,108.0,735.0,735.0,682057,4521505
109457,ON SALEM RD BETWEEN 200N AND 250N ON W SIDE OF RD APPROX 450 FT N OF 200N,10/1/1984,Home,Rotary,Not available,Not available,Not available,CLEAR,29.0,Not available,5.0,Not available,Not available,Not available,Not available,Pumping,27.0 gpm,Not available,Not available,27.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,SE of the SE of the SE of Section 19,"WREN, IN-OH",Not available,BEB,10/1/1987,Not available,Not available,Not available,Not available,Not available,Not available,600.0,450.0,Not available,Not available,800.0,150.0,650.0,Not available,680360,4515950
109461,CR 600N BETWEEN RDS 400E AND 500E HALF WAY ON S SIDE OF 600N,12/10/1974,Home,Cable Tool,Not available,Not available,Not available,Not available,62.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,10.0 gpm for 1.0 hrs.,Not available,38.0 ft.,2.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,NE of the NW of the NW of Section 5,"WREN, IN-OH",Not available,KLP,6/21/1976,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"1,200.0",550.0,822.0,60.0,762.0,Not available,680743,4522105
109462,1/8 MI N OF 250N AND SALEM RD ON E SIDE OF SALEM RD,8/14/1976,Home,Cable Tool,Not available,67.0,Not available,Not available,27.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,15.0 gpm for 1.0 hrs.,Not available,23.0 ft.,0.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,SE of the SW of the NE of Section 19,"WREN, IN-OH",Not available,WH,6/10/1977,Not available,Not available,Not available,Not available,Not available,Not available,"1,350.0",Not available,Not available,"2,150.0",800.0,27.0,773.0,Not available,680109,4516738
109466,ON 300E BETWEEN 550N AND PIQUA RD,11/1/1984,Home,Rotary,Not available,Not available,Not available,CLEAR,79.0,Not available,5.0,Not available,Not available,Not available,Not available,Pumping,35.0 gpm,Not available,Not available,42.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,NW of the SW of the SW of Section 6,DECATUR,Not available,SGM,10/6/1987,Not available,Not available,NEIGHBOR,Not available,Not available,Not available,Not available,850.0,50.0,Not available,813.0,76.0,737.0,Not available,678760,4520840
109467,SALEM RD S OF DECATUR OFF US RD 33 4 MI HOUSE ON NE SIDE OF RD,10/19/1981,Home,Rotary,Not available,102.0,Not available,Not available,34.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,28.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,NE of the SW of the NE of Section 19,"WREN, IN-OH",Not available,GM,10/23/1987,Not available,Not available,Not available,Not available,Not available,Not available,"1,750.0",Not available,Not available,"1,750.0",800.0,34.0,766.0,Not available,679980,4516885
109471,SR 224 E TO BELMONT RD 2 1/2 MI ON BELMONT ON S SIDE OF RD ACROSS RD FROM GRAVEYARD,9/16/1972,Home,Cable Tool,Not available,125.0,Not available,Not available,90.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,10.0 gpm for 8.0 hrs.,15.0 gpm for 1.0 hrs.,Not available,50.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,NE of the NW of the NE of Section 6,"WREN, IN-OH",Not available,JR,8/18/1980,Not available,Not available,Not available,Not available,Not available,Not available,"1,800.0",Not available,Not available,100.0,830.0,90.0,740.0,Not available,679823,4522222
109472,1/2 MI W PLEASANT MILLS ON US 33 S SIDE OF RD,7/3/1973,Home,Cable Tool,Not available,75.0,Not available,Not available,38.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,10.0 gpm for 1.0 hrs.,Not available,22.0 ft.,0.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,SE of the SE of the NW of Section 20,"WREN, IN-OH",Not available,KLP,7/21/1976,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"2,100.0","2,200.0",803.0,32.0,771.0,Not available,681160.77488,4516774.6878
109476,3 MI E OF DECATUR ON PICKWAY RD 1 MI N,11/16/1961,Home,Cable Tool,Not available,104.0,Not available,Not available,75.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,65.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,SE of the SW of the NW of Section 6,DECATUR,Not available,WH,8/1/1965,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"1,200.0","2,500.0",825.0,75.0,750.0,Not available,679070,4521445
109477,FARM AT BEND IN HWY 33 SW OF DECATUR JUST AFTER PASSING DRIVE IN ON N SIDE OF RD,10/3/1970,Home,Cable Tool,Not available,78.0,Not available,Not available,39.0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,10.0 gpm for 2.0 hrs.,Not available,30.0 ft.,0.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,27N,15E,NW of the SW of the NE of Section 20,"WREN, IN-OH",Not available,WH,3/13/1977,Not available,Not available,Not available,Not available,Not available,Not available,"2,100.0",Not available,Not available,"1,800.0",805.0,37.0,768.0,Not available,681488.08199,4516905.0072
109481,5 MILES E OF BERNE IN THEN 1 1/2 MILES SOUTH,9/29/1961,Home,Cable Tool,Not available,136.0,Not available,Not available,100.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,22.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,25N,15E,SE of the SE of the SE of Section 5,WILLSHIRE,Not available,DMS,7/15/1970,Not available,Not available,Not available,Not available,Not available,Not available,650.0,100.0,Not available,Not available,840.0,100.0,740.0,Not available,682430,4501390
109482,400 E WEST OF AMISHVILLE RD 3/4 MILE ON E SIDE OF AMISH SCHOOL,10/2/1981,Home,Rotary,Not available,102.0,Not available,Not available,81.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,25N,15E,NW of the NW of the SW of Section 20,"NEW CORYDON, IN-OH",Not available,GM,10/21/1987,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"2,300.0",400.0,Not available,877.0,81.0,796.0,Not available,681250,4497175
109483,700W 1/3 MILE N OF 200S ON E SIDE,5/2/1980,Home,Rotary,Not available,225.0,Not available,Not available,145.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,Not available,25.0 gpm,Not available,Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,13E,SW of the NW of the SW of Section 9,LINN GROVE,Not available,DPM,7/27/1981,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"1,850.0",550.0,Not available,875.0,141.0,734.0,Not available,663187,4509150
109484,4 MILES W OF BERNE 2 MILES N,12/1/1960,Home,Cable Tool,Not available,161.0,Not available,Not available,140.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,20.0 gpm,Not available,15.0 ft.,Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,13E,SW of the SW of the NW of Section 23,LINN GROVE,Not available,WCH,8/1/1965,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"2,550.0",100.0,Not available,870.0,140.0,730.0,Not available,666281,4506193
109486,"E OF B? ON 218 TO RD 600E, ? 1 MI ON RIGHT",7/13/1977,Home,Rotary,Not available,101.0,Not available,Not available,69.0,Not available,4.5,Not available,Not available,Not available,Not available,Not available,Not available,30.0 gpm for 1.0 hrs.,Not available,21.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,25N,15E,SE of the SE of the SE of Section 4,WILLSHIRE,Not available,WH,8/16/1978,Not available,Not available,Not available,Not available,Not available,Not available,Not available,400.0,200.0,Not available,835.0,65.0,770.0,Not available,684190,4501515
